Player,Team,Year,Years,Unnamed: 4,Value,APY,Guaranteed,Unnamed: 8,APY as % Of,Unnamed: 10,Inflated,Inflated.1,Inflated.2
Nathan Enderle,Titans,2013,2.0,,1050000.0,525000.0,0.0,,0.40%,,2383415.0,1191707.0,0.0
Spencer Rattler,Saints,2024,4.0,,4356480.0,1089120.0,336480.0,,0.40%,,4762448.0,1190612.0,367836.0
Tommy Stevens,Saints,2020,4.0,,3375592.0,843898.0,80592.0,,0.40%,,4755123.0,1188781.0,113528.0
Nate Stanley,Vikings,2020,4.0,,3372548.0,843137.0,77548.0,,0.40%,,4750835.0,1187709.0,109240.0
Zac Dysert,Broncos,2013,4.0,,2208200.0,522050.0,48200.0,,0.40%,,5012434.0,1185011.0,109410.0
Ben DiNucci,Cowboys,2022,2.0,,1765000.0,882500.0,0.0,,0.40%,,2366897.0,1183449.0,0.0
Garrett Gilbert,Cowboys,2020,2.0,,1670000.0,835000.0,0.0,,0.40%,,2352492.0,1176246.0,0.0
Matt Cassel,Patriots,2005,4.0,,1439000.0,359750.0,54000.0,,0.40%,,4699050.0,1174763.0,176337.0
Jarrett Stidham,NE/LV,2019,4.0,,3156112.0,789028.0,636112.0,,0.40%,,4682181.0,1170545.0,943690.0
Logan Woodside,Steelers,2025,1.0,,1170000.0,1170000.0,0.0,,0.40%,,1170000.0,1170000.0,0.0
John Wolford,Jaguars,2025,1.0,,1170000.0,1170000.0,0.0,,0.40%,,1170000.0,1170000.0,0.0
Tyler Huntley,Browns,2025,1.0,,1170000.0,1170000.0,0.0,,0.40%,,1170000.0,1170000.0,0.0
Sam Ehlinger,Broncos,2025,1.0,,1170000.0,1170000.0,0.0,,0.40%,,1170000.0,1170000.0,0.0
Will Grier,Cowboys,2025,1.0,,1170000.0,1170000.0,0.0,,0.40%,,1170000.0,1170000.0,0.0
Logan Woodside,Bengals,2025,1.0,,1170000.0,1170000.0,0.0,,0.40%,,1170000.0,1170000.0,0.0
Gardner Minshew,Chiefs,2025,1.0,,1170000.0,1170000.0,0.0,,0.40%,,1170000.0,1170000.0,0.0
Jordan Travis,Jets,2024,4.0,,4274276.0,1068569.0,254276.0,,0.40%,,4672584.0,1168146.0,277971.0
Shane Buechele,Chiefs,2023,1.0,,940000.0,940000.0,0.0,,0.40%,,1167473.0,1167473.0,0.0
Jacob Eason,NYG/CAR,2023,1.0,,940000.0,940000.0,0.0,,0.40%,,1167473.0,1167473.0,0.0
Jake Fromm,Commanders,2023,1.0,,940000.0,940000.0,0.0,,0.40%,,1167473.0,1167473.0,0.0
Brandon Allen,Bengals,2020,1.0,,825000.0,825000.0,0.0,,0.40%,,1162159.0,1162159.0,0.0
Shedeur Sanders,Browns,2025,4.0,,4647380.0,1161845.0,447380.0,,0.40%,,4647380.0,1161845.0,447380.0
Cody Kessler,Patriots,2019,2.0,,1565000.0,782500.0,0.0,,0.40%,,2321722.0,1160861.0,0.0
B.J. Daniels,Giants,2016,2.0,,1290000.0,645000.0,0.0,,0.40%,,2319624.0,1159812.0,0.0
EJ Perry,Jaguars,2022,3.0,,2583000.0,861000.0,230000.0,,0.40%,,3463850.0,1154617.0,308434.0
David Fales,Dolphins,2017,1.0,,690000.0,690000.0,0.0,,0.40%,,1153581.0,1153581.0,0.0
Anthony Brown,Ravens,2022,3.0,,2580000.0,860000.0,70000.0,,0.40%,,3459827.0,1153276.0,93871.0
Carson Strong,Eagles,2022,3.0,,2580000.0,860000.0,320000.0,,0.40%,,3459827.0,1153276.0,429126.0
Chase Garbers,Raiders,2022,3.0,,2575000.0,858333.0,100000.0,,0.40%,,3453122.0,1151040.0,134102.0
Levi Lewis,Seahawks,2022,3.0,,2575000.0,858333.0,15000.0,,0.40%,,3453122.0,1151040.0,20115.0
Joe Milton III,DAL/NE,2024,4.0,,4203316.0,1050829.0,183316.0,,0.40%,,4595011.0,1148753.0,200399.0
Davis Cheek,Panthers,2022,3.0,,2567500.0,855833.0,7500.0,,0.40%,,3443064.0,1147688.0,10058.0
Brandon Peters,Chargers,2022,3.0,,2567000.0,855667.0,7000.0,,0.40%,,3442394.0,1147465.0,9387.0
Jack Coan,Colts,2022,3.0,,2565000.0,855000.0,60000.0,,0.40%,,3439712.0,1146571.0,80461.0
Cole Kelley,Commanders,2022,3.0,,2565000.0,855000.0,5000.0,,0.40%,,3439712.0,1146571.0,6705.0
Jarrett Guarantano,Cardinals,2022,3.0,,2560000.0,853333.0,0.0,,0.40%,,3433007.0,1144335.0,0.0
Anthony Brown,Ravens,2022,3.0,,2560000.0,853333.0,0.0,,0.40%,,3433007.0,1144335.0,0.0
Dustin Crum,Chiefs,2022,3.0,,2560000.0,853333.0,0.0,,0.40%,,3433007.0,1144335.0,0.0
Drew Plitt,Bengals,2022,3.0,,2560000.0,853333.0,0.0,,0.40%,,3433007.0,1144335.0,0.0
Ryan Willis,Bears,2022,3.0,,2560000.0,853333.0,0.0,,0.40%,,3433007.0,1144335.0,0.0
Felix Harper,Browns,2022,3.0,,2560000.0,853333.0,0.0,,0.40%,,3433007.0,1144335.0,0.0
Michael Pratt,Buccaneers,2025,2.0,,2285000.0,1142500.0,250000.0,,0.40%,,2285000.0,1142500.0,250000.0
Cody Kessler,Patriots,2019,2.0,,1540000.0,770000.0,0.0,,0.40%,,2284633.0,1142317.0,0.0
Clayton Thorson,Giants,2021,2.0,,1491000.0,745500.0,6000.0,,0.40%,,2281026.0,1140513.0,9179.0
Case Keenum,Texans,2015,1.0,,585000.0,585000.0,0.0,,0.40%,,1139950.0,1139950.0,0.0
Pat Devlin,Browns,2015,1.0,,585000.0,585000.0,0.0,,0.40%,,1139950.0,1139950.0,0.0
Case Keenum,Rams,2015,1.0,,585000.0,585000.0,0.0,,0.40%,,1139950.0,1139950.0,0.0
Devin Leary,Ravens,2024,4.0,,4158388.0,1039597.0,138388.0,,0.40%,,4545896.0,1136474.0,151284.0
Trevor Siemian,DEN/MIN,2015,4.0,,2332784.0,583196.0,52784.0,,0.40%,,4545738.0,1136434.0,102857.0
Nate Stanley,Vikings,2021,2.0,,1485000.0,742500.0,0.0,,0.40%,,2271847.0,1135923.0,0.0
Shane Buechele,Chiefs,2021,2.0,,1485000.0,742500.0,0.0,,0.40%,,2271847.0,1135923.0,0.0
Case Cookus,Broncos,2021,2.0,,1485000.0,742500.0,0.0,,0.40%,,2271847.0,1135923.0,0.0
Bryce Perkins,Rams,2021,2.0,,1485000.0,742500.0,0.0,,0.40%,,2271847.0,1135923.0,0.0
Jake Browning,Vikings,2021,2.0,,1485000.0,742500.0,0.0,,0.40%,,2271847.0,1135923.0,0.0
Reid Sinnett,MIA/PHI,2021,2.0,,1485000.0,742500.0,0.0,,0.40%,,2271847.0,1135923.0,0.0
B.J. Daniels,Seahawks,2014,2.0,,1080000.0,540000.0,0.0,,0.40%,,2267188.0,1133594.0,0.0
Chandler Harnish,MIN/IND,2014,2.0,,1080000.0,540000.0,0.0,,0.40%,,2267188.0,1133594.0,0.0
Josh Johnson,Buccaneers,2008,4.0,,1877500.0,469375.0,172500.0,,0.40%,,4518948.0,1129737.0,415190.0
Malik Cunningham,Patriots,2023,3.0,,2725000.0,908333.0,200000.0,,0.40%,,3384431.0,1128143.0,248399.0
Tyson Bagent,Bears,2023,3.0,,2720000.0,906667.0,25000.0,,0.40%,,3378221.0,1126074.0,31050.0
Tanner Morgan,Steelers,2023,3.0,,2720000.0,906667.0,25000.0,,0.40%,,3378221.0,1126074.0,31050.0
Tyler Wilson,Titans,2013,3.0,,1485000.0,495000.0,0.0,,0.40%,,3370829.0,1123610.0,0.0
Matt McGloin,Raiders,2013,3.0,,1485000.0,495000.0,0.0,,0.40%,,3370829.0,1123610.0,0.0
Michael Pratt,Packers,2024,4.0,,4106940.0,1026735.0,86940.0,,0.40%,,4489654.0,1122414.0,95042.0
Shane Buechele,Bills,2024,1.0,,1025000.0,1025000.0,40000.0,,0.40%,,1120517.0,1120517.0,43727.0
Case Keenum,Texans,2012,3.0,,1452000.0,484000.0,12000.0,,0.40%,,3361512.0,1120504.0,27781.0
Tommy DeVito,Giants,2023,3.0,,2705000.0,901667.0,20000.0,,0.40%,,3359591.0,1119864.0,24840.0
Adrian Martinez,Lions,2023,3.0,,2705000.0,901667.0,60000.0,,0.40%,,3359591.0,1119864.0,74520.0
Nolan Henderson,Ravens,2023,3.0,,2701000.0,900333.0,6000.0,,0.40%,,3354623.0,1118207.0,7452.0
Nathan Rourke,Jaguars,2023,3.0,,2700000.0,900000.0,221000.0,,0.40%,,3353381.0,1117794.0,274480.0
Tim DeMorat,Commanders,2023,3.0,,2697500.0,899167.0,2500.0,,0.40%,,3350276.0,1116759.0,3105.0
James Blackman,Dolphins,2023,3.0,,2697000.0,899000.0,12000.0,,0.40%,,3349655.0,1116552.0,14904.0
Holton Ahlers,Seahawks,2023,3.0,,2696000.0,898667.0,1000.0,,0.40%,,3348413.0,1116138.0,1242.0
Malik Cunningham,Ravens,2023,3.0,,2695000.0,898333.0,0.0,,0.40%,,3347171.0,1115723.0,0.0
Austin Aune,Falcons,2023,3.0,,2695000.0,898333.0,0.0,,0.40%,,3347171.0,1115723.0,0.0
Malik Cunningham,Patriots,2023,3.0,,2695000.0,898333.0,0.0,,0.40%,,3347171.0,1115723.0,0.0
Dresser Winn,Rams,2023,3.0,,2695000.0,898333.0,0.0,,0.40%,,3347171.0,1115723.0,0.0
Braxton Burmeister,Rams,2023,3.0,,2695000.0,898333.0,0.0,,0.40%,,3347171.0,1115723.0,0.0
Kyle McCord,Eagles,2025,4.0,,4461232.0,1115308.0,261232.0,,0.40%,,4461232.0,1115308.0,261232.0
Austin Davis,Rams,2012,3.0,,1445000.0,481667.0,17500.0,,0.40%,,3345307.0,1115103.0,40514.0
Nate Sudfeld,Commanders,2016,4.0,,2477336.0,619334.0,137336.0,,0.40%,,4454642.0,1113660.0,246952.0
Will Howard,Steelers,2025,4.0,,4448100.0,1112025.0,248100.0,,0.40%,,4448100.0,1112025.0,248100.0
Tom Savage,SF/CIN,2018,1.0,,705000.0,705000.0,0.0,,0.40%,,1110813.0,1110813.0,0.0
Tyler Bray,Bears,2018,1.0,,705000.0,705000.0,0.0,,0.40%,,1110813.0,1110813.0,0.0
Riley Leonard,Colts,2025,4.0,,4435244.0,1108811.0,235244.0,,0.40%,,4435244.0,1108811.0,235244.0
Brandon Allen,LAR/JAX,2016,4.0,,2464272.0,616068.0,124272.0,,0.40%,,4431151.0,1107788.0,223461.0
Graham Mertz,Texans,2025,4.0,,4428484.0,1107121.0,228484.0,,0.40%,,4428484.0,1107121.0,228484.0
James Morgan,Colts,2022,1.0,,825000.0,825000.0,0.0,,0.40%,,1106340.0,1106340.0,0.0
Steven Montez,Lions,2022,1.0,,825000.0,825000.0,0.0,,0.40%,,1106340.0,1106340.0,0.0
Taylor Heinicke,CAR/HOU,2017,2.0,,1320000.0,660000.0,0.0,,0.40%,,2206850.0,1103425.0,0.0
Matt Simms,Falcons,2017,2.0,,1320000.0,660000.0,0.0,,0.40%,,2206850.0,1103425.0,0.0
Nathan Peterman,Bills,2017,4.0,,2639508.0,659877.0,239508.0,,0.40%,,4412878.0,1103220.0,400423.0
Jeff Driskel,Bengals,2016,4.0,,2452540.0,613135.0,112540.0,,0.40%,,4410055.0,1102514.0,202365.0
Phillip Walker,Panthers,2020,2.0,,1565000.0,782500.0,150000.0,,0.40%,,2204581.0,1102291.0,211302.0
Ian Book,Eagles,2024,2.0,,2015000.0,1007500.0,0.0,,0.40%,,2202772.0,1101386.0,0.0
Bailey Zappe,Chiefs,2025,1.0,,1100000.0,1100000.0,396000.0,,0.40%,,1100000.0,1100000.0,396000.0
Skylar Thompson,Steelers,2025,1.0,,1100000.0,1100000.0,0.0,,0.40%,,1100000.0,1100000.0,0.0
Desmond Ridder,Bengals,2025,1.0,,1100000.0,1100000.0,0.0,,0.40%,,1100000.0,1100000.0,0.0
Joe Webb,Vikings,2010,4.0,,2032515.0,508129.0,0.0,,0.40%,,4399056.0,1099764.0,0.0
Cam Miller,Raiders,2025,4.0,,4374280.0,1093570.0,174280.0,,0.40%,,4374280.0,1093570.0,174280.0
Tommy Mellott,Raiders,2025,4.0,,4374280.0,1093570.0,174280.0,,0.40%,,4374280.0,1093570.0,174280.0
Nathan Enderle,Chargers,2013,1.0,,480000.0,480000.0,0.0,,0.40%,,1089561.0,1089561.0,0.0
Austin Davis,Rams,2013,1.0,,480000.0,480000.0,0.0,,0.40%,,1089561.0,1089561.0,0.0
Adam Weber,Broncos,2011,3.0,,1405000.0,468333.0,10000.0,,0.40%,,3258783.0,1086260.0,23194.0
Kurtis Rourke,49ers,2025,4.0,,4334236.0,1083559.0,134236.0,,0.40%,,4334236.0,1083559.0,134236.0
Quinn Ewers,Dolphins,2025,4.0,,4331576.0,1082894.0,131576.0,,0.40%,,4331576.0,1082894.0,131576.0
Jeff Tuel,Jaguars,2015,2.0,,1110000.0,555000.0,0.0,,0.40%,,2162982.0,1081491.0,0.0
David Fales,Bears,2015,2.0,,1110000.0,555000.0,0.0,,0.40%,,2162982.0,1081491.0,0.0
Brad Sorensen,Chargers,2015,2.0,,1110000.0,555000.0,0.0,,0.40%,,2162982.0,1081491.0,0.0
B.J. Daniels,HOU/SEA,2015,2.0,,1110000.0,555000.0,0.0,,0.40%,,2162982.0,1081491.0,0.0
David Fales,Bears,2015,2.0,,1110000.0,555000.0,0.0,,0.40%,,2162982.0,1081491.0,0.0
Alex McGough,Packers,2023,1.0,,870000.0,870000.0,0.0,,0.40%,,1080534.0,1080534.0,0.0
Reid Sinnett,Bengals,2023,1.0,,870000.0,870000.0,0.0,,0.40%,,1080534.0,1080534.0,0.0
Ben DiNucci,Broncos,2023,1.0,,870000.0,870000.0,0.0,,0.40%,,1080534.0,1080534.0,0.0
Dan LeFevour,Buccaneers,2016,1.0,,600000.0,600000.0,0.0,,0.40%,,1078895.0,1078895.0,0.0
David Fales,Bears,2016,1.0,,600000.0,600000.0,0.0,,0.40%,,1078895.0,1078895.0,0.0
B.J. Daniels,Bears,2016,1.0,,600000.0,600000.0,0.0,,0.40%,,1078895.0,1078895.0,0.0
McLeod Bethel-Thompson,Eagles,2016,1.0,,600000.0,600000.0,0.0,,0.40%,,1078895.0,1078895.0,0.0
Anthony Gordon,Seahawks,2020,3.0,,2297500.0,765833.0,12500.0,,0.40%,,3236438.0,1078812.0,17608.0
Case Cookus,Giants,2020,3.0,,2295000.0,765000.0,35000.0,,0.40%,,3232916.0,1077639.0,49304.0
Reid Sinnett,Buccaneers,2020,3.0,,2295000.0,765000.0,152800.0,,0.40%,,3232916.0,1077639.0,215246.0
Steven Montez,Commanders,2020,3.0,,2295000.0,765000.0,35000.0,,0.40%,,3232916.0,1077639.0,49304.0
Josh Love,Rams,2020,3.0,,2295000.0,765000.0,10000.0,,0.40%,,3232916.0,1077639.0,14087.0
Bailey Zappe,Browns,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Ben DiNucci,Broncos,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Jake Fromm,Lions,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Ben DiNucci,Bills,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Ian Book,Chiefs,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Bailey Zappe,Browns,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Feleipe Franks,Panthers,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Desmond Ridder,Raiders,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Kellen Mond,Saints,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Jacob Eason,Packers,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Feleipe Franks,Panthers,2024,1.0,,985000.0,985000.0,0.0,,0.40%,,1076789.0,1076789.0,0.0
Riley Neal,Broncos,2020,3.0,,2293000.0,764333.0,8000.0,,0.40%,,3230099.0,1076699.0,11269.0
Nathan Enderle,Jaguars,2012,1.0,,465000.0,465000.0,0.0,,0.40%,,1076517.0,1076517.0,0.0
Kevin Davidson,Browns,2020,3.0,,2292500.0,764167.0,17500.0,,0.40%,,3229395.0,1076465.0,24652.0
Jalen Morton,Packers,2020,3.0,,2292000.0,764000.0,7000.0,,0.40%,,3228690.0,1076230.0,9861.0
Tyler Huntley,Ravens,2020,3.0,,2290000.0,763333.0,30000.0,,0.40%,,3225873.0,1075290.0,42260.0
J'Mar Smith,Patriots,2020,3.0,,2290000.0,763333.0,30000.0,,0.40%,,3225873.0,1075290.0,42260.0
Bryce Perkins,Rams,2020,3.0,,2290000.0,763333.0,5000.0,,0.40%,,3225873.0,1075290.0,7043.0
Brett Rypien,Broncos,2020,2.0,,1525000.0,762500.0,0.0,,0.40%,,2148234.0,1074117.0,0.0
Mike White,Jets,2020,2.0,,1525000.0,762500.0,0.0,,0.40%,,2148234.0,1074117.0,0.0
David Blough,Lions,2020,2.0,,1525000.0,762500.0,0.0,,0.40%,,2148234.0,1074117.0,0.0
Brian Lewerke,Patriots,2020,3.0,,2287500.0,762500.0,2500.0,,0.40%,,3222351.0,1074117.0,3522.0
Broc Rutter,49ers,2020,3.0,,2285279.0,761760.0,279.0,,0.40%,,3219222.0,1073075.0,393.0
Nick Tiano,Texans,2020,3.0,,2285000.0,761667.0,0.0,,0.40%,,3218829.0,1072944.0,0.0
Shea Patterson,Chiefs,2020,3.0,,2285000.0,761667.0,0.0,,0.40%,,3218829.0,1072944.0,0.0
David Fales,Bears,2014,3.0,,1530000.0,510000.0,0.0,,0.40%,,3211850.0,1070617.0,0.0
Matt Flynn,Packers,2008,4.0,,1769175.0,442294.0,64175.0,,0.40%,,4258221.0,1064556.0,154463.0
Joe Callahan,Eagles,2018,2.0,,1350000.0,675000.0,0.0,,0.40%,,2127088.0,1063544.0,0.0
Jake Browning,Bengals,2024,2.0,,1945000.0,972500.0,0.0,,0.40%,,2126249.0,1063125.0,0.0
Jaren Hall,Seahawks,2024,2.0,,1945000.0,972500.0,0.0,,0.40%,,2126249.0,1063125.0,0.0
Jarrett Guarantano,Broncos,2022,2.0,,1585000.0,792500.0,10000.0,,0.40%,,2125514.0,1062757.0,13410.0
Sean Renfree,Buccaneers,2017,1.0,,635000.0,635000.0,20000.0,,0.40%,,1061629.0,1061629.0,33437.0
Derek Anderson,CLE/BAL,2005,3.0,,974500.0,324833.0,49500.0,,0.40%,,3182227.0,1060741.0,161642.0
Kyle Sloter,Lions,2019,2.0,,1430000.0,715000.0,0.0,,0.40%,,2121445.0,1060723.0,0.0
Jake Rudock,Dolphins,2020,1.0,,750000.0,750000.0,0.0,,0.40%,,1056509.0,1056509.0,0.0
Josh Rosen,49ers,2020,1.0,,750000.0,750000.0,0.0,,0.40%,,1056509.0,1056509.0,0.0
Nick Mullens,49ers,2020,1.0,,750000.0,750000.0,0.0,,0.40%,,1056509.0,1056509.0,0.0
Chase Garbers,Raiders,2022,2.0,,1575000.0,787500.0,0.0,,0.40%,,2112104.0,1056052.0,0.0
Mike White,Cowboys,2018,4.0,,2677556.0,669389.0,217556.0,,0.40%,,4218813.0,1054703.0,342786.0
Brad Kaaya,DET/CAR,2017,4.0,,2523356.0,630839.0,123356.0,,0.40%,,4218689.0,1054672.0,206234.0
Alex Tanney,Titans,2016,3.0,,1170000.0,585000.0,0.0,,0.40%,,2103845.0,1051922.0,0.0
Matt Hasselbeck,Packers,1998,3.0,,590000.0,196667.0,50000.0,,0.40%,,3144384.0,1048130.0,266473.0
John Rhys Plumlee,Steelers,2024,3.0,,2865000.0,955000.0,35000.0,,0.40%,,3131981.0,1043994.0,38262.0
Kedon Slovis,Colts,2024,3.0,,2860000.0,953333.0,30000.0,,0.40%,,3126515.0,1042171.0,32796.0
Carter Bradley,Raiders,2024,3.0,,2855000.0,951667.0,125000.0,,0.40%,,3121049.0,1040350.0,136648.0
Tanner Mordecai,49ers,2024,3.0,,2855000.0,951667.0,125000.0,,0.40%,,3121049.0,1040350.0,136648.0
Case Keenum,Texans,2014,1.0,,495000.0,495000.0,0.0,,0.40%,,1039128.0,1039128.0,0.0
Greg McElroy,Bengals,2014,1.0,,495000.0,495000.0,0.0,,0.40%,,1039128.0,1039128.0,0.0
Tyler Wilson,Bengals,2014,1.0,,495000.0,495000.0,0.0,,0.40%,,1039128.0,1039128.0,0.0
Jason Bean,Colts,2024,3.0,,2850000.0,950000.0,20000.0,,0.40%,,3115583.0,1038528.0,21864.0
Sam Hartman,Commanders,2024,3.0,,2850000.0,950000.0,245000.0,,0.40%,,3115583.0,1038528.0,267831.0
Easton Stick,Chargers,2019,4.0,,2798620.0,699655.0,278620.0,,0.40%,,4151832.0,1037958.0,413341.0
Ryan Fitzpatrick,LAR/CIN,2005,3.0,,953250.0,317750.0,28250.0,,0.40%,,3112835.0,1037612.0,92250.0
Clayton Thorson,Eagles,2019,4.0,,2794368.0,698592.0,274368.0,,0.40%,,4145524.0,1036381.0,407033.0
Rocky Lombardi,Bengals,2024,3.0,,2840000.0,946667.0,10000.0,,0.40%,,3104652.0,1034884.0,10932.0
Casey Bauman,Chargers,2024,3.0,,2840000.0,946667.0,10000.0,,0.40%,,3104652.0,1034884.0,10932.0
Jack Plummer,Panthers,2024,3.0,,2840000.0,946667.0,10000.0,,0.40%,,3104652.0,1034884.0,10932.0
Chevan Cordeiro,Seahawks,2024,3.0,,2837500.0,945833.0,17500.0,,0.40%,,3101919.0,1033972.0,19131.0
Tommy DeVito,Giants,2023,2.0,,1665000.0,832500.0,0.0,,0.40%,,2067918.0,1033959.0,0.0
Austin Reed,Bears,2024,3.0,,2835000.0,945000.0,5000.0,,0.40%,,3099186.0,1033062.0,5466.0
John Paddock,Falcons,2024,3.0,,2835000.0,945000.0,5000.0,,0.40%,,3099186.0,1033062.0,5466.0
Gavin Hardison,Dolphins,2024,3.0,,2835000.0,945000.0,5000.0,,0.40%,,3099186.0,1033062.0,5466.0
Zack Annexstad,Buccaneers,2024,3.0,,2833000.0,944333.0,3000.0,,0.40%,,3096999.0,1032333.0,3280.0
Peewee Jarrett,Jets,2024,3.0,,2833000.0,944333.0,15000.0,,0.40%,,3096999.0,1032333.0,16398.0
Colby Suits,Jets,2024,3.0,,2830000.0,943333.0,0.0,,0.40%,,3093720.0,1031240.0,0.0
Andrew Peasley,Jets,2024,3.0,,2830000.0,943333.0,0.0,,0.40%,,3093720.0,1031240.0,0.0
Jacob Sirmon,Browns,2024,3.0,,2830000.0,943333.0,0.0,,0.40%,,3093720.0,1031240.0,0.0
Emory Jones,Ravens,2024,3.0,,2830000.0,943333.0,0.0,,0.40%,,3093720.0,1031240.0,0.0
Ben Bryant,Jets,2024,3.0,,2830000.0,943333.0,0.0,,0.40%,,3093720.0,1031240.0,0.0
Cody Fajardo,Raiders,2015,3.0,,1587500.0,529167.0,12500.0,,0.40%,,3093453.0,1031152.0,24358.0
Shane Buechele,Bills,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Tommy DeVito,Patriots,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Jake Fromm,Lions,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Jake Haener,Saints,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Ben DiNucci,Falcons,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Bryce Perkins,Panthers,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Tommy DeVito,Giants,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Ben DiNucci,Saints,2025,1.0,,1030000.0,1030000.0,0.0,,0.40%,,1030000.0,1030000.0,0.0
Chad Kelly,Broncos,2017,4.0,,2464284.0,616071.0,64284.0,,0.40%,,4119929.0,1029982.0,107474.0
Bryan Bennett,Colts,2015,3.0,,1585000.0,528333.0,10000.0,,0.40%,,3088582.0,1029527.0,19486.0
Shane Carden,Bears,2015,3.0,,1585000.0,528333.0,10000.0,,0.40%,,3088582.0,1029527.0,19486.0
Taylor Heinicke,Vikings,2015,3.0,,1585000.0,528333.0,10000.0,,0.40%,,3088582.0,1029527.0,19486.0
Aaron Murray,Rams,2017,1.0,,615000.0,615000.0,0.0,,0.40%,,1028192.0,1028192.0,0.0
B.J. Daniels,Falcons,2017,1.0,,615000.0,615000.0,0.0,,0.40%,,1028192.0,1028192.0,0.0
Zac Dysert,ARI/DAL,2017,1.0,,615000.0,615000.0,0.0,,0.40%,,1028192.0,1028192.0,0.0
Luke Falk,MIA/NYJ/TEN,2018,4.0,,2608832.0,652208.0,148832.0,,0.40%,,4110530.0,1027632.0,234503.0
Sean Clifford,Packers,2024,2.0,,1875000.0,937500.0,0.0,,0.40%,,2049726.0,1024863.0,0.0
Tanner Lee,Jaguars,2018,4.0,,2601544.0,650386.0,141544.0,,0.40%,,4099047.0,1024762.0,223020.0
Paxton Lynch,Steelers,2019,2.0,,1380000.0,690000.0,0.0,,0.40%,,2047269.0,1023634.0,0.0
Garrett Gilbert,Browns,2019,2.0,,1380000.0,690000.0,75000.0,,0.40%,,2047269.0,1023634.0,111265.0
Case Keenum,LAR/HOU,2013,2.0,,900000.0,450000.0,0.0,,0.40%,,2042927.0,1021463.0,0.0
Connor Cook,Lions,2019,1.0,,685000.0,685000.0,0.0,,0.40%,,1016217.0,1016217.0,0.0
Danny Etling,Patriots,2018,4.0,,2564028.0,641007.0,104028.0,,0.40%,,4039936.0,1009984.0,163909.0
Alex McGough,Seahawks,2018,4.0,,2563692.0,640923.0,103692.0,,0.40%,,4039406.0,1009852.0,163379.0
Case Cookus,Vikings,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Brian Lewerke,Giants,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Case Cookus,Raiders,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Kenji Bahar,Ravens,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Eric Dungey,Bengals,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Anthony Gordon,Chiefs,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Jordan Ta'amu,Chiefs,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Kurt Benkert,Falcons,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Danny Etling,Vikings,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Kurt Benkert,Packers,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Danny Etling,Seahawks,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Tommy Stevens,Giants,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Kyle Shurmur,Bengals,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
Jordan Ta'amu,Lions,2021,1.0,,660000.0,660000.0,0.0,,0.40%,,1009710.0,1009710.0,0.0
